user_id,trade_direction,shares,option_yes_no,option_type,price,total_trade_amount,timestamp
cwewc,BUY,60.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,58.5,"Friday, February 27, 2026 11:44:29 EST"
cwewc,BUY,60.0,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.026,1.5599999999999998,"Friday, February 27, 2026 11:44:29 EST"
laolipi,BUY,1397.6405,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1392.0499379999999,"Friday, February 27, 2026 11:43:13 EST"
0xA3af760e15e6B6bd3C43d8cf2AE6952F0a9bB7a6-1720875307802,BUY,9.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,8.964,"Friday, February 27, 2026 11:41:37 EST"
0xA3af760e15e6B6bd3C43d8cf2AE6952F0a9bB7a6-1720875307802,BUY,9.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,8.964,"Friday, February 27, 2026 11:41:35 EST"
laszikaaa,BUY,625.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,10.0,"Friday, February 27, 2026 11:41:29 EST"
0xbed93bda455f85406f18a90c94cb3878404fc53a,SELL,38.15,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,37.95925,"Friday, February 27, 2026 11:39:31 EST"
BN168,BUY,3094.99,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,3082.6100399999996,"Friday, February 27, 2026 11:39:29 EST"
0xa4F1DD2C76f9f0E857236B8077be7779cce7c43D-1770279729234,BUY,5377.31,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,5355.80076,"Friday, February 27, 2026 11:36:59 EST"
TurboLion2638,SELL,131.51,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,130.85244999999998,"Friday, February 27, 2026 11:35:17 EST"
0xA3af760e15e6B6bd3C43d8cf2AE6952F0a9bB7a6-1720875307802,SELL,5.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,4.975,"Friday, February 27, 2026 11:33:01 EST"
0xA3af760e15e6B6bd3C43d8cf2AE6952F0a9bB7a6-1720875307802,SELL,5.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,4.975,"Friday, February 27, 2026 11:32:57 EST"
0xA3af760e15e6B6bd3C43d8cf2AE6952F0a9bB7a6-1720875307802,SELL,5.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,4.975,"Friday, February 27, 2026 11:32:53 EST"
neutralwave23,BUY,1166.875,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,18.67,"Friday, February 27, 2026 11:28:11 EST"
0x21515b2a9212a411cec42180586bf496eaba2884,BUY,141.82,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.026,3.6873199999999997,"Friday, February 27, 2026 11:28:09 EST"
0x71f1c118c3d0766219105026629fbb976448b43e,BUY,141.82,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,138.2745,"Friday, February 27, 2026 11:27:53 EST"
neutralwave23,BUY,1866.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,9.33,"Friday, February 27, 2026 11:27:47 EST"
uyytt,SELL,77.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,75.768,"Friday, February 27, 2026 11:27:41 EST"
JarvisClaud-tseth,SELL,5.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,4.92,"Friday, February 27, 2026 11:25:15 EST"
r295zzx8,BUY,6.05,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,5.89875,"Friday, February 27, 2026 11:25:07 EST"
hidehuman,BUY,75.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.2,"Friday, February 27, 2026 11:20:25 EST"
honduraslover,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 11:20:17 EST"
honduraslover,BUY,406.091333,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9849999999876875,399.99996300000004,"Friday, February 27, 2026 11:20:11 EST"
o5gtch9k,SELL,153.49,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,149.49926,"Friday, February 27, 2026 11:20:03 EST"
honduraslover,BUY,410.2564,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,399.99998999999997,"Friday, February 27, 2026 11:19:47 EST"
o5gtch9k,BUY,153.49,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,149.65275,"Friday, February 27, 2026 11:19:37 EST"
HeavyLight,SELL,5.8,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,5.771,"Friday, February 27, 2026 11:17:17 EST"
HeavyLight,BUY,5.8,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,5.7768,"Friday, February 27, 2026 11:16:53 EST"
DavidTrezeguet,BUY,396.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,386.09999999999997,"Friday, February 27, 2026 11:16:47 EST"
FLIcKERinGSCepTeR,SELL,1.16,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.12984,"Friday, February 27, 2026 11:16:27 EST"
FLIcKERinGSCepTeR,BUY,1.1692,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,1.13997,"Friday, February 27, 2026 11:16:11 EST"
uyytt,BUY,77.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.985,75.845,"Friday, February 27, 2026 11:15:51 EST"
tradingdude1,BUY,199.87,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,194.87325,"Friday, February 27, 2026 11:15:05 EST"
aaaaabbb444,BUY,5.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,4.875,"Friday, February 27, 2026 11:14:53 EST"
xasa5656,BUY,1255.02,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1249.99992,"Friday, February 27, 2026 11:13:45 EST"
Anvil-Loom-,SELL,1.4,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,1.393,"Friday, February 27, 2026 11:13:23 EST"
Anvil-Loom-,BUY,1.4055,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,1.399878,"Friday, February 27, 2026 11:13:05 EST"
OJBHH55,BUY,630.37,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,627.84852,"Friday, February 27, 2026 11:12:07 EST"
SmartLion5809,SELL,121.08,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,120.4746,"Friday, February 27, 2026 11:12:05 EST"
trustrch,SELL,19.11,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,18.613139999999998,"Friday, February 27, 2026 11:11:39 EST"
WiseDragon7022,SELL,114.49,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,113.91754999999999,"Friday, February 27, 2026 11:11:05 EST"
VirtualToast,SELL,6.01,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,5.97995,"Friday, February 27, 2026 11:10:11 EST"
VirtualToast,BUY,6.01,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,5.9859599999999995,"Friday, February 27, 2026 11:09:55 EST"
Swi84rl,SELL,1.24,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,1.2338,"Friday, February 27, 2026 11:09:45 EST"
0x2b246B75067729eA8ebBa2459e1A9139F6c87309-1768659480360,BUY,909.73,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,906.09108,"Friday, February 27, 2026 11:09:33 EST"
Swi84rl,BUY,1.24475,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,1.239771,"Friday, February 27, 2026 11:09:27 EST"
0xe5ee823812758c1c5a4c928e6a4d6c772980c39b,BUY,1.025333,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9849999951235354,1.009953,"Friday, February 27, 2026 11:07:49 EST"
Aramm,BUY,413.72,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,412.06512000000004,"Friday, February 27, 2026 11:07:21 EST"
0x18a536411778e1b851eF92F23FA6187550F9724C-1771530182802,BUY,4000.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.005,20.0,"Friday, February 27, 2026 11:06:49 EST"
0x18a536411778e1b851eF92F23FA6187550F9724C-1771530182802,BUY,1250.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,20.0,"Friday, February 27, 2026 11:06:37 EST"
mamudrabby,BUY,5.1282,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,4.999994999999999,"Friday, February 27, 2026 11:05:35 EST"
0xE1A69F1EF41F4fb599261C1e8A86Fd4D58c18e18-1768634429336,SELL,526.31,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.015,7.894649999999999,"Friday, February 27, 2026 11:02:39 EST"
34candy,SELL,4000.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,16.0,"Friday, February 27, 2026 10:59:41 EST"
imaeui51,SELL,18.07,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,17.600179999999998,"Friday, February 27, 2026 10:59:13 EST"
imaeui51,BUY,18.07,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,17.61825,"Friday, February 27, 2026 10:58:43 EST"
0x7Bc5a7DD52233e3c4ECe4545Ab06FeF32377B570-1770802771548,BUY,115.384614,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.02599999164533323,2.999999,"Friday, February 27, 2026 10:57:31 EST"
0x67d83683df90491df0ecb6c889d5b1bed9abf919,BUY,6772.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.005,33.86,"Friday, February 27, 2026 10:57:29 EST"
Azure-WAndeRLuST-,SELL,1.16,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,1.14144,"Friday, February 27, 2026 10:57:13 EST"
jamesking1,BUY,300.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,292.5,"Friday, February 27, 2026 10:57:09 EST"
Azure-WAndeRLuST-,BUY,1.167466,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9849999914344401,1.149954,"Friday, February 27, 2026 10:56:55 EST"
0xbed93bda455f85406f18a90c94cb3878404fc53a,SELL,39.48,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,39.282599999999995,"Friday, February 27, 2026 10:56:25 EST"
uyoierute,SELL,149.42,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,145.53508,"Friday, February 27, 2026 10:56:13 EST"
0xCb8527e73Bcaa14501cb9d370DeB5F0344Caa7a6-1771950774659,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:55:31 EST"
fy8njlhy,SELL,22.03,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,21.45722,"Friday, February 27, 2026 10:55:01 EST"
Anator,BUY,340.0,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.026,8.84,"Friday, February 27, 2026 10:54:59 EST"
fy8njlhy,BUY,22.03,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,21.47925,"Friday, February 27, 2026 10:54:33 EST"
Anator,BUY,384.615383,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.025999997509199988,9.999998999999999,"Friday, February 27, 2026 10:53:57 EST"
0x75c78a40935a15fc84ae0a78f21b624e257c09d4,BUY,400.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,390.0,"Friday, February 27, 2026 10:52:59 EST"
45hedi,BUY,666.0,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.996,663.336,"Friday, February 27, 2026 10:52:45 EST"
Fubo,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:52:33 EST"
DeltaEagle5135,SELL,138.82,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,135.21068,"Friday, February 27, 2026 10:52:21 EST"
OwenPotter,BUY,345.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.985,339.825,"Friday, February 27, 2026 10:52:05 EST"
ttwong1,BUY,10909.09,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,54.54545,"Friday, February 27, 2026 10:50:39 EST"
t5l6j6ee,SELL,1.25,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.2175,"Friday, February 27, 2026 10:50:39 EST"
ttwong1,SELL,13333.33,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,53.33332,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,10909.09,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,43.63636,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,10909.09,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,43.63636,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,13333.33,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,53.33332,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,10909.09,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,43.63636,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,13333.33,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,53.33332,"Friday, February 27, 2026 10:50:37 EST"
ttwong1,SELL,18181.81,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,72.72724000000001,"Friday, February 27, 2026 10:50:35 EST"
ttwong1,SELL,1071.42,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.025,26.785500000000003,"Friday, February 27, 2026 10:50:35 EST"
0x36BC6aAc04B92548cE78a990d2A83eB64B92D8cd-1772121463814,BUY,181.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,2.896,"Friday, February 27, 2026 10:50:33 EST"
Gbz,BUY,150.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,2.4,"Friday, February 27, 2026 10:50:29 EST"
Gbz,BUY,150.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,146.25,"Friday, February 27, 2026 10:50:13 EST"
ttwong1,SELL,4255.31,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.004,17.021240000000002,"Friday, February 27, 2026 10:50:05 EST"
t5l6j6ee,BUY,1.25,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,1.21875,"Friday, February 27, 2026 10:49:23 EST"
bynumed,BUY,70.0,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.026,1.8199999999999998,"Friday, February 27, 2026 10:49:23 EST"
bynumed,BUY,70.0,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,68.25,"Friday, February 27, 2026 10:49:23 EST"
could,SELL,600.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,597.0,"Friday, February 27, 2026 10:48:55 EST"
0x1ab89d9C085181C1B584640E67DeeAD78E1b704d-1772204798488,BUY,1812.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,29.0,"Friday, February 27, 2026 10:48:51 EST"
0xff95052d387555528f71a2a6c8c7543c30e454ed,SELL,157.13,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,156.34435,"Friday, February 27, 2026 10:48:27 EST"
958Brimstone,SELL,1.37,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,1.36315,"Friday, February 27, 2026 10:47:53 EST"
0x20969283626795007a258f769ddcfb109643c0bb,SELL,183.31,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,182.39345,"Friday, February 27, 2026 10:47:47 EST"
958Brimstone,BUY,1.3755,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1.369998,"Friday, February 27, 2026 10:47:37 EST"
0x6dcd213d0edc764a1a520a7d3ba64e6b73b80015,SELL,183.31,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,182.39345,"Friday, February 27, 2026 10:47:11 EST"
piiiu,SELL,805.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,792.12,"Friday, February 27, 2026 10:47:11 EST"
0x327caed4d4d68247234c0436292b5ee67dcfb3a2,SELL,166.63,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,165.79685,"Friday, February 27, 2026 10:46:31 EST"
0x26642c56885F55BDC31e509265A2535C64bfc288-1768314993179,BUY,1770.16,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1763.0793600000002,"Friday, February 27, 2026 10:46:23 EST"
0x3fcf95d79e3ebb6570120ecac1fd78b4c4af1216,SELL,142.85,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,142.13575,"Friday, February 27, 2026 10:46:21 EST"
0xD64f849109F2c6D71f77dE59851891557e8C65c8-1763024499384,SELL,268.92,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,267.5754,"Friday, February 27, 2026 10:46:13 EST"
4xpi7s7o,SELL,31.31,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,30.495939999999997,"Friday, February 27, 2026 10:45:15 EST"
4xpi7s7o,BUY,31.31,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,30.52725,"Friday, February 27, 2026 10:44:45 EST"
Kiyii,BUY,1000.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,996.0,"Friday, February 27, 2026 10:44:41 EST"
0xbed93bda455f85406f18a90c94cb3878404fc53a,BUY,77.64,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,77.32944,"Friday, February 27, 2026 10:43:31 EST"
Reer,SELL,96443.6,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.004,385.7744,"Friday, February 27, 2026 10:41:33 EST"
fredaster,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:41:33 EST"
Reer,BUY,96443.6,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,482.218,"Friday, February 27, 2026 10:40:49 EST"
clercqvlatko,SELL,1250.05,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1217.5486999999998,"Friday, February 27, 2026 10:40:07 EST"
quinper,SELL,765.41,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,745.50934,"Friday, February 27, 2026 10:39:35 EST"
neutralwave23,BUY,178.846152,No,Will there be no change in Fed interest rates after the March 2026 meeting?,0.025999994676989192,4.649998999999999,"Friday, February 27, 2026 10:38:35 EST"
0x90236fc2c0f218bc1f1c9b9d4bdc8ee715bfe6a5,BUY,803.492333,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.9849999999937772,791.4399480000001,"Friday, February 27, 2026 10:37:49 EST"
clercqvlatko,BUY,1250.05128,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,1218.799998,"Friday, February 27, 2026 10:37:37 EST"
0xefb8e165bb1be01af2ded9d0df46e01089ebedd6,BUY,200.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.005,1.0,"Friday, February 27, 2026 10:36:05 EST"
quinper,BUY,765.40512,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,746.269992,"Friday, February 27, 2026 10:36:01 EST"
2u31x3a8,SELL,190.19,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,185.24506,"Friday, February 27, 2026 10:36:01 EST"
0xefb8e165bb1be01af2ded9d0df46e01089ebedd6,BUY,200.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,1.0,"Friday, February 27, 2026 10:35:45 EST"
cyberbase,SELL,300.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,298.5,"Friday, February 27, 2026 10:35:33 EST"
2u31x3a8,BUY,190.18,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,185.4255,"Friday, February 27, 2026 10:35:31 EST"
Firewall82,BUY,1344.72,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,1339.34112,"Friday, February 27, 2026 10:34:57 EST"
SuperChampion6868,SELL,133.62,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,132.9519,"Friday, February 27, 2026 10:34:53 EST"
0x4c2966a198cd7ac982110d0219b037afa9997570,BUY,100000.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,500.0,"Friday, February 27, 2026 10:33:57 EST"
throat-goat,SELL,1.11,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,1.08114,"Friday, February 27, 2026 10:33:21 EST"
SilentProphet4707,SELL,138.83,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,135.22042000000002,"Friday, February 27, 2026 10:32:37 EST"
0x41c0c0e848ea652372b5a8a2bdb7767b580ee823,BUY,1250.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,20.0,"Friday, February 27, 2026 10:32:13 EST"
2u31x3a8,SELL,189.13,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,184.21262,"Friday, February 27, 2026 10:30:51 EST"
0x0cc789E5e75Cd066f9bD72d0f63CB3D88BCb7349-1768936409615,BUY,4000.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.005,20.0,"Friday, February 27, 2026 10:30:33 EST"
2u31x3a8,BUY,189.14,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,184.4115,"Friday, February 27, 2026 10:30:17 EST"
0xf03a75d2b9e3f8223749a5cd43aeee23e549dca4,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:30:11 EST"
davidgtf7,BUY,6000.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,96.0,"Friday, February 27, 2026 10:29:29 EST"
GoSha98,BUY,1031.25,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,16.5,"Friday, February 27, 2026 10:29:15 EST"
piiiu,BUY,805.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.985,792.925,"Friday, February 27, 2026 10:28:17 EST"
sumerey,BUY,200.0,Yes,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.005,1.0,"Friday, February 27, 2026 10:27:51 EST"
walletrich,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:27:47 EST"
thrumber,BUY,200.0,Yes,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.005,1.0,"Friday, February 27, 2026 10:27:45 EST"
0x0cc789E5e75Cd066f9bD72d0f63CB3D88BCb7349-1768936409615,SELL,833.33,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.015,12.49995,"Friday, February 27, 2026 10:27:13 EST"
0xf03a75d2b9e3f8223749a5cd43aeee23e549dca4,BUY,93.75,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.5,"Friday, February 27, 2026 10:27:09 EST"
0xbed93bda455f85406f18a90c94cb3878404fc53a,SELL,77.76,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,77.3712,"Friday, February 27, 2026 10:25:39 EST"
Shipoo,SELL,14000.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,13930.0,"Friday, February 27, 2026 10:25:39 EST"
BrightSage7002,SELL,137.8,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,134.21720000000002,"Friday, February 27, 2026 10:24:23 EST"
0xf03a75d2b9e3f8223749a5cd43aeee23e549dca4,BUY,125.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,2.0,"Friday, February 27, 2026 10:24:13 EST"
skystar,BUY,10.0,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,9.96,"Friday, February 27, 2026 10:23:09 EST"
0xfA3B548384608DB21A3d1891555C1501867624Ba-1757423579219,BUY,100.0,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.6,"Friday, February 27, 2026 10:22:59 EST"
ActiveVoyager7460,SELL,120.86,No,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,0.995,120.2557,"Friday, February 27, 2026 10:22:57 EST"
skystar,BUY,10.0,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.985,9.85,"Friday, February 27, 2026 10:22:55 EST"
lky64cv5,SELL,33.93,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,33.04782,"Friday, February 27, 2026 10:22:47 EST"
SharpPhoenix4125,SELL,134.82,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,132.66288,"Friday, February 27, 2026 10:22:23 EST"
lky64cv5,BUY,33.93,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,33.08175,"Friday, February 27, 2026 10:22:21 EST"
SigmaChampion9727,SELL,134.1,No,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.984,131.9544,"Friday, February 27, 2026 10:21:59 EST"
wqeydasj,SELL,39.9,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,39.7005,"Friday, February 27, 2026 10:21:05 EST"
lky64cv5,SELL,35.08,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,34.167919999999995,"Friday, February 27, 2026 10:18:59 EST"
0x18596C094E3F60c94973003330e9283cd21aa18E-1771766023352,SELL,100.7,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,100.1965,"Friday, February 27, 2026 10:18:47 EST"
lky64cv5,BUY,35.08,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,34.202999999999996,"Friday, February 27, 2026 10:18:27 EST"
Spoder0,BUY,62.5,Yes,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,0.016,1.0,"Friday, February 27, 2026 10:18:27 EST"
fghtrdrd,SELL,718.28,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.995,714.6886,"Friday, February 27, 2026 10:16:03 EST"
fghtrdrd,BUY,718.283,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,715.409868,"Friday, February 27, 2026 10:15:53 EST"
okycvxc5,SELL,112.94,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.974,110.00356,"Friday, February 27, 2026 10:15:45 EST"
youus,BUY,6.12,No,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,0.996,6.0955200000000005,"Friday, February 27, 2026 10:15:29 EST"
okycvxc5,BUY,112.94,Yes,Will there be no change in Fed interest rates after the March 2026 meeting?,0.975,110.1165,"Friday, February 27, 2026 10:15:15 EST"
